Senior Citizen,Partner,Dependents,Tenure Months,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Value,CLTV
No,No,No,6,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,22.123516899444354,1,4694
No,Yes,No,40,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.3,64.13345460833995,1,2576
No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,8.33966426182733,1,3042
No,No,No,58,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),103.25,77.57351352104659,1,6105
No,No,No,70,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),104.0,85.1478126554053,1,4544
No,No,No,2,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,86.2,13.367871932360812,1,2969
No,Yes,No,21,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.2,48.13626491534215,1,4123
No,Yes,No,16,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.45,37.818646194701365,1,3696
Yes,Yes,No,7,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.6,25.384050110256243,1,3265
No,Yes,No,60,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,No,Electronic check,90.95,73.84713941650008,1,4111
No,Yes,No,50,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,No,Electronic check,108.55,74.9046059998983,1,4274
Yes,No,No,4,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,78.85,17.11139970896595,1,5301
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.4,6.663332499583072,1,3522
Yes,No,No,55,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.0,74.22465897530282,1,5679
No,Yes,No,12,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.8,15.152557539900648,1,2653
No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.9,9.481561052906848,1,5951
No,No,No,62,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,100.15,80.08526705955347,1,5600
No,No,No,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,50.8,7.127411872482185,1,3718
Yes,Yes,No,20,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,73.65,38.255718526777144,1,5849
No,No,No,3,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,17.532826355154494,1,5861
No,No,No,22,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),94.65,45.875374657870644,1,3665
No,Yes,No,4,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,80.6,17.864769799804307,1,3080
No,Yes,No,59,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,85.55,71.30673180002012,1,6304
No,No,No,60,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,50.8,55.0218138559608,1,4941
No,No,No,15,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,105.1,39.78379066906521,1,2122
No,No,No,10,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.1,32.30015479839067,1,5803
No,No,No,6,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,83.9,22.305828834634234,1,3962
No,Yes,No,63,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.55,78.83749108133769,1,5413
No,Yes,No,50,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),103.85,70.83713715276754,1,5812
No,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,24.6,4.959838707054898,1,5768
No,No,No,12,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.9,33.480591392626266,1,5559
No,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),98.3,30.389142798045487,1,2954
No,No,No,17,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,93.85,40.319350193176476,1,4940
Yes,No,No,9,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.5,30.308414673156364,1,4038
Yes,No,No,10,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,72.85,26.242141680891823,1,3189
Yes,Yes,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,73.55,8.576129663198895,1,4369
Yes,No,No,3,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.4,14.319567032560727,1,3501
No,No,No,13,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.15,30.859358386071477,1,4806
Yes,No,No,4,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.6,18.976301009416982,1,2467
No,No,No,6,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,79.05,20.844663585675832,1,3263
No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.4,14.690132742763083,1,2054
Yes,No,No,35,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.05,58.27349311651053,1,2074
Yes,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,9.22767576370128,1,5900
No,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,6.685805860178712,1,3700
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.7,6.760177512462229,1,3571
Yes,No,No,8,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),100.3,28.850476599182898,1,5084
No,No,No,7,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.25,10.597169433391164,1,4489
No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.0,13.221195104830729,1,3391
No,No,No,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,90.55,9.51577637400123,1,2627
Yes,Yes,No,44,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.35,36.874110158755016,1,4829
No,No,No,71,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.05,86.78795999446005,1,5200
No,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.9,8.360621986431392,1,5367
Yes,Yes,No,62,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.75,79.89586973054365,1,5052
No,No,No,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.6,9.305912099305473,1,5228
Yes,Yes,No,33,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),80.6,51.5412456194066,1,3601
No,No,No,35,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),85.3,54.01388710322559,1,2455
No,No,No,34,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),70.0,49.15384013482568,1,2318
Yes,No,No,4,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.3,20.602184350209082,1,5419
No,No,No,7,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.35,25.707975416201098,1,3077
Yes,Yes,No,27,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,43.51953584311303,1,2377
No,No,No,18,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.1,40.15905875391006,1,4260
No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,68.95,10.943034314119645,1,5225
No,Yes,No,32,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.55,56.6096281563481,1,5026
No,Yes,No,18,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,57.45,31.477769933716715,1,2989
No,Yes,No,12,No,DSL,No,No,No,No,No,Yes,One year,No,Credit card (automatic),53.65,26.38844444070169,1,2595
Yes,No,No,8,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.6,28.62516375499012,1,5906
No,Yes,No,26,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,83.75,45.50384599130056,1,2404
Yes,Yes,No,3,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,88.3,16.545392107774298,1,4486
Yes,No,No,8,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.1,27.01758686485527,1,5662
No,Yes,No,38,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,79.45,54.89125613428791,1,2405
Yes,No,No,14,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,35.58229897013401,1,4777
No,Yes,No,32,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),69.75,48.45513388692678,1,2356
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,4.4328320518603,1,5881
Yes,No,No,12,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,43.65,22.95539152356152,1,2437
No,No,No,5,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,39.5,14.517231140957975,1,2863
No,Yes,No,40,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),97.1,60.88472714893284,1,3099
No,No,No,5,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.0,20.310096011589902,1,3937
No,No,No,10,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,84.7,28.845276909747287,1,5686
No,Yes,No,2,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,13.621673905948564,1,3851
No,No,No,23,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,44.08174225232029,1,4359
No,No,No,23,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,46.581112051989486,1,4650
No,Yes,No,49,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,69.66885961460831,1,5157
No,No,No,2,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,12.022894826122368,1,5667
No,No,No,2,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,9.544631999192006,1,2960
No,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,26.70205984563738,1,2561
No,No,No,41,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,67.28632847763355,1,3038
No,No,No,2,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,13.082430966758434,1,3533
Yes,No,No,13,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,30.665126772932148,1,2995
Yes,No,No,11,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,32.3681942653587,1,2202
Yes,Yes,No,17,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,40.279647466183214,1,5508
No,Yes,No,25,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,46.67547535912195,1,5801
No,Yes,No,3,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,12.967266481413883,1,2539
No,No,No,4,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,19.677398201998148,1,4249
No,Yes,No,37,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,53.2883664602322,1,3982
No,No,No,19,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,29.892306702561445,1,5182
Yes,Yes,No,39,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,65.45838372584524,1,4687
No,No,No,7,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,23.335595128472725,1,3331
No,Yes,No,14,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,30.675723300355934,1,4049
Yes,Yes,No,11,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,33.669719333549544,1,4553
No,No,No,1,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.55,5.962382074305537,1,3958
No,No,No,2,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.15,14.032106042928838,1,2414
No,Yes,No,13,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,96.65,34.10058650522011,1,5295
Yes,Yes,No,3,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.4,14.968299836654797,1,3834
No,No,No,1,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.35,5.599107071667768,1,3605
No,No,No,12,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),89.75,32.440715158578115,1,5671
No,Yes,No,60,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,94.4,74.90160211904683,1,4990
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.85,4.455333881989093,1,3874
No,No,No,6,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.9,25.873731852981702,1,5750
No,No,No,15,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,39.42017250089096,1,3025
Yes,No,No,21,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),60.05,35.15892489823886,1,4716
No,No,No,1,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,60.15,7.755643106796495,1,4611
No,No,No,7,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,90.45,24.3608292141298,1,5356
No,Yes,No,53,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),94.25,69.77069585434847,1,5414
No,No,No,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.9,8.654478609367523,1,2548
No,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.25,8.958236433584458,1,2502
No,Yes,No,17,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.0,33.90648905445682,1,3368
No,Yes,No,11,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,66.35,27.2176413379264,1,2860
No,No,No,19,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),86.0,39.14651964095914,1,4857
No,Yes,No,3,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.3,15.812969360622944,1,3212
No,No,No,24,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),90.55,47.77604002007701,1,5927
No,No,No,2,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.9,11.97288603470358,1,2101
No,Yes,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.85,6.7712628068920795,1,3706
No,Yes,No,16,No phone service,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.95,28.464012366495346,1,4840
No,Yes,No,34,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.3,50.63891783993809,1,2777
No,No,No,3,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.95,15.11290838985005,1,4428
Yes,No,No,16,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.15,39.104986894256854,1,5913
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.3,6.730527468185536,1,4568
No,No,No,15,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.4,17.008821240756223,1,5379
No,No,No,11,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,90.15,31.431671924986748,1,5250
No,No,No,1,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.05,6.711929677819934,1,4094
No,No,No,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,75.8,8.706319543871567,1,3940
No,No,No,7,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.3,22.872472537965805,1,3830
No,No,No,2,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,30.9,7.684399781375251,1,2860
Yes,No,No,46,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Credit card (automatic),95.25,66.51466003822014,1,3180
Yes,Yes,No,68,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),89.6,78.2789882407789,1,5651
No,Yes,No,59,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,110.15,80.29975093361125,1,4601
Yes,Yes,No,7,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,26.013458055398942,1,3077
No,Yes,No,8,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,75.0,25.158497570403526,1,2587
No,No,No,6,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,44.75,16.46055892125173,1,2087
No,Yes,No,11,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,44.05,21.993180761317813,1,3200
Yes,Yes,No,15,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.6,36.681739326264236,1,4981
No,No,No,70,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),115.55,90.15320293810974,1,4838
Yes,No,No,16,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.6,35.79106033634656,1,2508
No,No,No,18,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.2,39.41953830272496,1,3326
No,Yes,No,34,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.65,56.635236381602574,1,3979
No,Yes,No,47,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.55,71.58596231105649,1,5863
No,Yes,No,39,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Electronic check,89.55,58.94446538904225,1,3849
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.45,4.410215414239989,1,5687
No,Yes,No,4,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,8.737848705488096,1,4133
Yes,No,No,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,8.32165848854662,1,4371
No,Yes,No,59,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),99.5,77.20816019048765,1,6098
Yes,No,No,1,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,25.2,5.019960159204453,1,5688
No,No,No,2,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,45.0,9.82089608946149,1,5704
No,No,No,1,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.15,4.488875137492688,1,4103
No,Yes,No,66,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.0,84.45856972504329,1,5723
No,No,No,3,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),54.7,13.017296186228537,1,3335
No,Yes,No,14,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,87.25,35.476752951757014,1,4786
No,Yes,No,10,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,29.277978072264485,1,5640
No,No,No,18,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,88.35,40.488269906233334,1,5727
No,No,No,9,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,29.831191729463306,1,2893
Yes,No,No,13,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.05,35.91656999213594,1,2230
No,No,No,4,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,78.45,18.16727827716634,1,5048
No,No,No,4,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,15.425628026112907,1,5094
No,Yes,No,59,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),41.05,49.524741291600904,1,4324
No,Yes,No,10,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.6,28.528056365620145,1,5146
Yes,No,No,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.2,8.899438184514796,1,4363
No,No,No,5,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,70.0,18.63866948041088,1,2673
No,No,No,1,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.95,7.067531393633848,1,2041
No,Yes,No,22,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,39.42080668885405,1,2159
Yes,Yes,No,34,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,94.25,56.723451940092644,1,3369
No,Yes,No,41,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,73.0,54.78320910644063,1,2041
No,No,No,64,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),100.05,79.08350017544747,1,5452
Yes,No,No,4,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.8,21.0440015206234,1,2268
